timestamp,lat,lon,altitude_m,roll_deg,pitch_deg,yaw_deg
2026-09-10 06:00:00.000,11.65002483570765,78.14995855024947,60.75698861664535,0.3686733088729012,0.12522450264790727,45.0
2026-09-10 06:00:00.100,11.650009140296648,78.15009807790452,59.07783467582237,-0.3933388123273607,-0.429405541125253,45.0
2026-09-10 06:00:00.200,11.650064491450317,78.1502895385933,60.86960592010566,0.028744822934817487,0.12229750303228377,45.0
2026-09-10 06:00:00.300,11.650124312027938,78.15040877938284,61.355637858804954,1.2784518626072987,0.5432980290363879,45.0
2026-09-10 06:00:00.400,11.650052506378087,78.15050330274639,60.4134349032237,0.19109906801990334,0.04886007032570433,45.0
2026-09-10 06:00:00.500,11.650068560710682,78.15063630115178,61.876795812558065,0.04643654815614881,0.04059169120388238,45.0
2026-09-10 06:00:00.600,11.650175281711011,78.15082040498393,59.226210800896425,-1.3598561409799192,-0.7019916878067554,45.0
2026-09-10 06:00:00.700,11.650150746318399,78.15085303012621,58.75534529668858,0.7462535660272207,-0.6629009175509482,45.0
2026-09-10 06:00:00.800,11.65010495437435,78.15103605052124,58.22127975109572,0.6454841811410754,-1.4026052717996935,45.0
2026-09-10 06:00:00.900,11.650171609607531,78.15112467297608,61.496044311489186,2.16325472330546,1.7495767431869393,45.0
2026-09-10 06:00:01.000,11.650137364232418,78.15124998550506,60.65436565635406,-0.30777823495300083,-1.243863235391285,45.0
2026-09-10 06:00:01.100,11.650153302141085,78.15144189536434,59.944415329089544,0.21915032766393897,-0.6929051977959073,45.0
2026-09-10 06:00:01.200,11.650204740254047,78.15155431429571,60.27996862631982,0.24938368371075526,-0.7184072655691974,45.0
2026-09-10 06:00:01.300,11.650113031639941,78.15167980591659,58.87451095270163,1.5774532797634744,0.8949243769444413,45.0
2026-09-10 06:00:01.400,11.650138503272254,78.15183049133168,62.44575197961683,-0.0952955323869521,-0.2949496782920278,45.0
2026-09-10 06:00:01.500,11.650212688299122,78.15189235453991,60.129221181975225,0.27902152577033923,1.2477420726737338,45.0
2026-09-10 06:00:01.600,11.650206214631273,78.15205148895292,60.109394794604896,0.6078965097165392,-0.6734906242438685,45.0
2026-09-10 06:00:01.700,11.650288622065625,78.15212796492305,60.72576662389869,0.1866091231563581,0.27899416222380197,45.0
2026-09-10 06:00:01.800,11.650243562006926,78.15228577353501,60.481009231736714,-0.44643361455052827,-0.8353470532597573,45.0
2026-09-10 06:00:01.900,11.650234401537341,78.1523891450212,60.22388402427913,0.19408999289830758,2.1451491277733883,45.0
2026-09-10 06:00:02.000,11.65039435267256,78.15252658892868,59.20952554455469,1.073631749859772,-1.1875984190295128,45.0
